MAIN_ARTIST,EXPLICIT,ID,NAME,POPULARITY,DANCEABILITY,ENERGY,LOUDNESS,SPEECHINESS,ACOUSTICNESS,INSTRUMENTALNESS,LIVENESS,VALENCE,TEMPO,DURATION_MS,GENRES,LYRICS
FLOW,false,1hi0P1Y2he1p09xnUccuAN,Sign,66,0.368,0.906,-2.892,0.101,0.0019,0,0.344,0.692,177.956,236427,"anime,j-poprock,otacore","I realize the screaming pain Hearing loud in my brain But I'm going straight ahead, with the scar (Can you hear me, can you hear me? Can you hear me? So am I)  Wasurete shimaeba ii yo kanji-naku nacchae-ba ii Surimuita kokoro ni futa o shitanda Kizutsuitatte heikidayo mou itami wa nai kara ne Sono ashi o hikizuri nagara mo Miushinatta, jibun jishin ga Oto o tatete, kuzureteitta Kizukeba kaze no oto dake ga  Tsutaeni kitayo kizuato tadotte Sekai ni oshitsubusarete shimau mae ni Oboeterukana namida no sora o Ano itami ga kimi no koto o mamotte kureta Sono itami ga itsumo kimi o mamotterunda (Can you hear me? So am I)  Kizutsukanai tsuyosa yori mo Kizutsukenai yasashisa o Sono koe wa dokoka kanashisoude Kakechigaeta, botan mitai ni Kokoro karada, hanareteita Mou ichido kokoro o tsukande  Tsutaeni kitayo kizuato tadotte Sekai ni oshitsubusarete shimau mae ni Oboeterukana namida no sora o Ano itami ga kimi no koto o mamotte kureta Sono itami ga itsumo kimi o mamotterunda  (Can you hear me, can you hear me? Can you hear me, can you hear me? Can you hear me, can you hear me? Can you hear me? So am I)  Mitsukekita, ano nakigoe wa Machigainaku sou, jibun nodatta Subete wa kono toki no tame ni  Kitto hajime kara wakkatetanda Mou ni do to jibun dake wa hanasanaide Kizuite kureta, kimi he no aizu Ano itami ga kimi no koto o mamottekureta Tsutae ni kitayo kizuato tadotte Sore nara mou osoreru mono wa naindatto Wasurenaidene egao no wake o Ano itami ga kimi no koto o mamottekureta Ano itami ga kimi no koto o mamottekureta Sono itami ga itsumo kimi o mamotterunda (Can you hear me, can you hear me? Can you hear me? So am I)"
LiSA,false,4ATrjNUnSvzskzN3HF8cPR,Rising Hope,59,0.515,0.976,-2.741,0.386,0.0659,0,0.0707,0.639,189.92,253213,"anime,anime rock,j-pixie,j-pop","LiSA「Rising Hope」の歌詞  「イントロ」 握ったメッセージ　that's rising hope (Hey, welcome to our special rising Can you distance standby? Here we go)  「バース１」 揺るがない世界　非常な現状 続く壁は何重層？ イメージ通りなんかじゃない 静かに騒ぎだした本能 迷路みたい　生き止まりなんだ もう思考はディストーション 容赦ないね　いつの間に 見失ったルート、暴\れだす  「バース２」 Pay attention! Hey, what is it? Watch your step now! 　常識なんか要らない Are you serious? No, no, no, don't worry, one, two, three 吹き返す　心臓のリズム  「プリコーラス」 視界まだ眩んでる それでも行かなくちゃ キミが信じてる僕を裏切るわけにいかない 強くクラクションが鳴る  「コーラス」 孤独なまま時が経ったって 逃げる事覚えたって 新しい今日が来ちゃうけど 　(I'm feeling magical) この願い例え魔法が無くたって 叶えなきゃ、誓った 僕はキミと　まだ見たい未来　あるんだよ (I seen my hope) 泣きそうでも 悔しくても止まっていられない 握ったメッセージ that's rising hope  「器楽」 (I will go ahead)  「ブリッジ」 デモケド non-stopでガンガン迫る hard way Where is the solution?　打ちのめされても Get up, (Come on) and hurry up (Come on) そんな損な時間ならすぐさまゴミ箱 後悔なんて塵埃同然 さあ two step, okay shouting, okay　欲張りあそばせ 可否賛否も全部僕のもの　飛ばせ 心臓のアルゴリズム  ほら守りたいんだって 僕の声が伝播した 異論反論は許すけど この想いは不用意に科学できないでしょう？  「器楽」  「プリコーラス」 聞いてよ　辿り着いた正解 言わなくちゃ キミがくれる想いの全部を 信じていける それが　嘘がどうかなんて わからなくてもいい  「コーラス」 誰かが示す見本ってなんだっけ 普通の愛って何だっけ 僕は今日も僕に問いかける 問いかける度 手に入れるのは変わらない真実 「僕は要らない　まだ見たい未来があるから」  孤独なんかは消えて無くなって 逃げる事嫌になって 新しい今日を探すんだよ　(I'm feeling magical) この願い　例え魔法がなくたって 叶えなきゃ誓った 僕とキミで　創れる未来ならもう近い (I seen my hope) 僕の右手 キミの左手　そっと繋いで 握ったメッセージ　that's rising hope 離さないから　that's rising hope Rising hope  「アウトロ」 (I will really peak in hope Hey, choose truth, let's write you Can you continue, all right, reply)"
Miura Jam,false,4qIzab0KCI3SPmuUae4U0O,"The Day (Japanese Version) [From ""Boku No Hero Academia""]",56,0.36,0.948,-2.49,0.156,0.00689,0.0000777,0.086,0.55,186.514,91515,otacore,"[Verse 1] These pipes that flow from the ink machine Give life to our little friend moving on the screen He’s got 2 pointy ears and can be seen Moving in the halls behind the scenes He’s listening and always moving Following and choosing, standing and improving Then one day you pulled the spring And you re-animated our little Bendy  [Chorus] Bendy and the Ink Machine Ahhh ahhh ahhh In a way you’ve never seen Ahhh ahhh ahhh Bendy and the Ink Machine Ahhh ahhh ahhh Better watch out or he’ll make you scream! Ahhh ahhh ahhh  [Verse 2] He’s got a friend named Boris that loves to play That good ol’ music from the day In a big large band with all of his friends The clarinet was there for him 'til the end With a hoot and a toot that’s all he’d play But now he’s put up on display Waiting to be animated with no heart But that’s a story for another day  [Chorus] Bendy and the Ink Machine Ahhh ahhh ahhh In a way you’ve never seen Ahhh ahhh ahhh Bendy and the Ink Machine Ahhh ahhh ahhh Better watch out or he’ll make you scream! Ahhh ahhh ahhh  [Verse 3] The creators, they lied to us Created us for the Gods To please them and make things right And settle up all the odds We were never supposed to exist In this dimensional plane Now we suffer it’s all your fault And you will know our pain  [Chorus] Bendy and the Ink Machine Ahhh ahhh ahhh In a way you’ve never seen Ahhh ahhh ahhh Bendy and the Ink Machine Ahhh ahhh ahhh Better watch out or he’ll make you scream! Ahhh ahhh ahhh  Bendy and the Ink Machine Ahhh ahhh ahhh In a way you’ve never seen Ahhh ahhh ahhh Bendy and the Ink Machine Ahhh ahhh ahhh Better watch out or he’ll make you scream! Ahhh ahhh ahhh"
Moron Police,false,1iYhH6ZF2kzzCEVX1fnNgG,Captain Awkward,42,0.269,0.781,-9.576,0.064,0.00978,0.0528,0.135,0.252,180.108,312290,norwegian prog,"Going to the movies Going to the mountain I don’t wanna be de la dut dut Everybody knows it, I don’t care And if you go out If you take that movie, man I don’t wanna be de la dut dut Everybody knows it, I don’t care  Leave me to shadow up the free We were leaving but we started to see You take your heart and then you’ll understand  And leave me to father unto me We were leaving but we started to see You take your heart and then you’ll understand  Going to the movies Going to the mountain I don’t wanna be de la dut dut Everybody knows it, I don’t care And if you go out If you take that movie, man I don’t wanna be de la dut dut Everybody knows it, I don’t care  Going to the movies Going to the mountain I don’t wanna be de la dut dut Everybody knows it, I don’t care  So hide now from phantoms down below You think you’re helpless and alone But I’ll stay awhile But you feel frozen, your heart has turned to stone As you ride the Undertow, I’ll see you home  Leave me to shadow up the free We were leaving but we started to see You take your heart and then you’ll understand  And leave me to father unto me We were leaving but we started to see You take your heart and then you’ll understand"
BRADIO,false,6VBQ4DF4fwPJNA96RbMQWT,Flyers,64,0.45,0.857,-2.35,0.0398,0.0167,0,0.202,0.755,139.064,210084,"anime latino,j-poprock,otacore","[Intro] Ohhhhhhh Yeahhh  [Verse 1] ""Kou nattara ii na"" no mousou to genjitsu ni Isseki o toujite kosei o migake Kakaenayamu nandai o mata hitotsu shoukyo Atama kara ketsu made sore ga wa ga entame  [Pre-Chorus] Boom, boom, boom Dancing through the skies Mada shijainai sa himotoita shourai wa  Boom, boom, boom Dancing through the skies Daichi kettobashite Motto maiagatte  [Chorus 1] Everybody put your hands up Saa flyin' tsubasa ni nare Mitemitai na muchuu ni nareru kimi Ima da seichouki shinsekai e  [Verse 2] Modokashikute mou douka shiteru Mugamchuu nareru mono ga hoshii Fugainai hiidetenai nante kawaikunai ne Konpurekkusu wa sakate ni totte orijinariti  [Pre-Chorus] Boom, boom, boom Dancing through the skies ""yaranakyabyou"" de yamadzumi no mondai mo  Boom, boom, boom Dancing through the skies Motto waruagaite shoutai o abaite  Come on, let's party!  [Chorus 2] Everybody, put your hands up Saa flyin' sono imeeji de Kitto nareru sa naritai jibun ni Sagase you're the one oobutai e  [Bridge] Flyin' wasureteta Flyin' kioku no naka de Mou ichido mune no takanari o kike  [Solo: electric guitar]  [Chorus 1] Everybody put your hands up Saa flyin’ tsubasa ni nare Mitemitai na muchuu ni nareru kimi Ima da seichouki shinsekai e  [Chorus 2] Everybody, put your hands up Saa flyin' sono imeeji de Kitto nareru sa naritai jibun ni Sagase you're the one oobutai e  [Bridge] Flyin' wasureteta Flyin' kioku no naka de Mou ichido mune no takanari o kike Ohhh"
3年E組うた担(渚&茅野&業&磯貝&前原),false,66lF1QWtLZXJofJ3x388RV,バイバイ YESTERDAY,62,0.591,0.945,-2.483,0.0675,0.0389,0,0.214,0.96,180.048,248800,"otacore,shonen",とにかくもう「ちょっと待って！」 叫びも虚しく消えて 僕はただただ迫るリミット 全力怯えてたんだ  現実とは容赦なくて 特に時間はヤバイね それナシじゃ眠れないブランケット 奪われてくのに似てる  他愛もない　意味のわかんない ことで笑ったり悩んだり 最後のチャイム　鳴り響けば 楽しい時間（とき）も修了（おわる）  バイバイYESTERDAY 365日分の学びを カバンに詰め込んで いつもみたいまたあした的に バイバイYESTERDAY 365日分の出来事 僕を大人にしたなら 涙なんて　見せもしないで  なかったし選択肢 来たくて来たんじゃないし 強いて言うならご都合主義かな？ 流された中継地  期待もしてないはずの場所に 予想外サプライズ　プレミアついて うっかり離れ難くて　困るんだ  いつの間にか　染み込んでいた 僕の心の隅々まで 終わったって　育っちゃうよ あのコトバが　道になって  バイバイYESTERDAY 365日分の想いは 抱えきれないから こぼれそうさ　こぼれてしまうね バイバイYESTERDAY 365日分の出来事 置いてけるわけないから ぜんぶ持って　そろそろ行こうか  バイバイ　Good Good time 進もう　進もう　進もう　進もう バイバイ　School School life 君も 君も　君も　君も バイバイ　Good Good time 進もう　進もう　進もう　進もう 忘れない　School School life いつも　いつも　いつも　いつも  バイバイYESTERDAY 365日分の学びを カバンに詰め込んで いつもみたいまたあした的に バイバイYESTERDAY 365日分の出来事 僕を大人にしたなら 涙なんて　見せもしないで  バイバイYESTERDAY 365日分の想いは 置いてけるわけないから ぜんぶ持って　そろそろ行こうか バイバイYESTERDAY 365日分の思い出 もっと大人になっても 少しも色褪せないさ
BURNOUT SYNDROMES,false,3Vpl1HddJXv8LUBWHlQlKF,FLY HIGH!!,62,0.476,0.964,-1.48,0.0733,0.0139,0,0.326,0.346,94.558,246000,"anime rock,j-poprock,otacore",[バーンアウト シンドロームズ「アニメバージョン」歌詞]  [コーラス] 飛べFly high! 汗と血と涙で 光る翼で いま　全部　全部置き去って  [ポストコーラス] 飛べFly! 高くFly! サイハテノミライへ  [バース 1] 傷だらけの若鳥が 空を睨んでる 低空飛行する奴等が 笑おうと　海の果てが見たい  [プリコーラス] 心を無にして 向かい風に乗り助走をつけて 「Hop! Step! jump!」で  [コーラス] 飛べFly high! 汗と血と涙で 光る翼が 君を何処へだって連れて行く 青い衝動と本能\と 爪牙を剥き出しにして 艱難の旅路も 夢叶うまで何度だって  [ポストコーラス] 飛べFly! 高くFly! サイハテノミライへ  [バース 2] ぽつり　降り出した 雨が翼　狂わせる 行く手には黒い雲 いま　長い嵐の夜が来る  [プリコーラス] 轟く雷鳴と 砕ける波濤を喝采にして 「Un! Deux! Trois!」で  [コーラス] 飛べFly high! いつも胸の奥を 焦がす焔が　路を 照らし出す灯台になる 夜明け前の光芒が 才能\の華　咲かすから 命尽きるまで 限界を超え最高速で 飛べFly! 飛べFly high! 汗と血と涙で 光る翼が 君を何処へだって連れて行く 青い衝動と本能\と 爪牙を剥き出しにして (イエーエーエ) 全部　全部置き去って 飛べFly high! いつも胸の奥を 焦がす焔が 路を照らし出す灯台になる 夜明け前の光芒が 才能\の華　咲かすから 命尽きるまで 限界を超え最高速で  [ポストコーラス] 飛べFly! 高くFly! サイハテノミライへ!
Behemoth,false,5T6FioXGDdd5kw4I3HpHH1,As Above So Below,21,0.421,0.942,-5.303,0.148,0.0000815,0.0047,0.0882,0.217,99.371,301507,"black metal,death metal,metal,pagan black metal,polish black metal,polish death metal,polish metal","I've seen strange signs on my way Silent shadows Dancing shapes And angels fallen on the earth  Face up And look here When the root ov thy cannot reach  Art thou Nephilim child? Are ye looking for thy Elysium? Here among the living trees? Among the fading stars, varibility ov forms?  Sometimes love, sometimes sadness ov things Sometimes rapture, and wine o sabbath Sometimes hatred, divine rage And 93 rears,no limit ,beyond the sin-gilgolem  Ye taught me the secret words: IOA SABAO Protect thy Daimon  Why, why whisper thoughts But might is raised When conjurer of seasons Hums the song....sorrowful ,joyful Night is eternal And day is eternal With runes ov life And runes ov death As above, so below Now it's time ov the Beast"
Mayhem,false,6NNzTfx7q6BSGot1bryQuk,Freezing Moon,0,0.168,0.974,-9.116,0.112,0.0000305,0.641,0.0752,0.0943,93.424,383053,"black metal,metal,norwegian black metal",[Intro] Everything here is so cold Everything here is so dark I remember it as from a dream In the corner of this time Diabolic shapes float by Out from the dark I remember it was here I died By following the freezing moon  [Bridge] Night again Night you beautiful I please my hunger On living humans Night of hunger Follow its call Follow the freezing moon  [Outro] Darkness is growing Eternity opens The cemetery lights up again As in ancient times Fallen souls die behind my steps By following the freezing moon
Dimmu Borgir,false,1JEbu4sbfwNnjetAaaYGmU,The Serpentine Offering,45,0.135,0.964,-3.492,0.113,0.0000318,0.0297,0.0731,0.0799,154.486,309213,"black metal,melodic death metal,metal,norwegian black metal,norwegian metal,symphonic black metal,symphonic metal","My descent is the story of everyman I am hatred, darkness and despair My descent is the story of everyman I am hatred, darkness and despair  Evoked and entertained through centuries Wrathful and sullen dormant still  The ferocity pervades everywhere Waiting to be released at last, hear my offering You bastard sons and daughters Share my sacrifice, share my sacrifice  My descent is the story of everyman I am hatred, darkness and despair My descent is the story of everyman I am hatred, darkness and despair  Reconcile not with the fear of the snake But embrace it as your own Inject it's venom into your veins And replant the seed that gives growth  Still shrouded in mystery Until you arise above perception A veil of ignorance is in motion Continuing throughout generations  A veil of ignorance is in motion Continuing throughout multiple generations Let me be the one that deliver you from the deceit And back into perfect accordance with the laws of nature  The snake is notoriously tempting But the snake is fair What is worse than not knowing? To live or disappear?  The ferocity pervades everywhere Waiting to be released at last, hear my offering You bastard sons and daughters Share my sacrifice, share my sacrifice"
Rotting Christ,false,6YuVmHEXQU3Dgg3w3LSZnZ,Demonon Vrosis,44,0.493,0.935,-3.148,0.0843,0.00431,0.638,0.138,0.221,107.994,296173,"black metal,gothic black metal,greek black metal,greek metal,melodic black metal,metal,symphonic black metal","ΦΡΙΚΩΔΗΣ ΤΕΚΝΑ ΚΑΤΑΡΕΣ ΔΑΙΜΟΝΩΝ ΒΡΩΣΗΣ ΣΚΙΑ ΑΝΑΙΜΑΚΤΟΣ  Woe, pain, blood lead us  Now that we end up with fire Some strident curses come from higher  Woe, pain, blood lead us  We are the nights' atrocious sons We come from strange locus named Neverland Atrocious demons' feed you will become A woeful shadow without blood  CHORUS Show me the path to show you the land Where grimy war & pain have just begun Oh, you strain, oh, you pain I am thine and thou art mine  Now that the order sounds cease-fire Some warlike voices sound like choir  Woe, pain, blood lead us  And tear the lucid and silky veil of my Dream And walk on gloomy and trodden path And kill My misty brain, lord, please reign Lord please reign and spit the poison in My vein  CHORUS  I am thine and thou art mine"
Emperor,false,2956v4MaiU78SkPpeTXxhq,I Am The Black Wizards,46,0.146,0.947,-5.708,0.0838,0.0000768,0.905,0.185,0.0891,104.353,360840,"black metal,metal,norwegian black metal,norwegian metal,symphonic black metal,symphonic metal,technical black metal","Mightiest am I But I am not alone in this cosmos of mine For the black hills consist of black souls Souls that already died one thousand deaths Behind the stone walls (of centuries) they breed their black art Boiling their spells in cauldrons of black gold  Far up in the mountains Where the rain fall not far Yet the Sun cannot reach The wizards, my servants  Summon the souls of macrocosm No age will escape my wrath I travel through time and I return to the future I gather wisdom now lost I visit again the eternally ancient caves Before a mighty Emperor thereupon came Watching the mortals ""discovering"" my chronicles Guarded by the old demons Even unknown to me  Once destroyed their souls are being summoned To my timeless prison of hate It is delightful to feast upon the screaming souls That were destroyed in my future  How many wizards that serve me with evil, I know not My empire has no limits  From the never ending mountains black To the bottomless lakes I am the ruler and has been for eternities long I am them  (I am them.) (I am them.)  From the never ending mountains black, to the bottomless lakes I am the ruler and has been for eternities long My wizards are many, but their essence is mine Forever they are in the hills in their stone homes of grief Because I am the spirit of their existence I am them  I am them I am them"
Carpathian Forest,true,24rgd0Ex8aBpmctVJHbJSF,It's Darker Than You Think,0,0.185,0.921,-6.628,0.0893,0.0000287,0.626,0.136,0.0996,164.916,281733,"black metal,dark black metal,metal,norwegian black metal,norwegian metal,pagan black metal,symphonic black metal","My cold goddess of the night Squirming under my spiked fist She's giving me all carnal delights Submit yourself and drink my blood  I am the bringer of hate Evil reigns supreme on earth Defenders of the blackest faith Which strengthen my inner glow Mind expanding inner journey From a grim and bitter soul Misanthropic violent hellblast It's darker than you think...  For seemingly endless time There is still blood on the old oak This is where you come to die Over three hundred years old And still stretching towards the sky The hangman's oak...  Burning, bleeding, dying From the inside Hitting, whipping, kicking Tthe corpse of christ!!! Reading, learning, seeing All knowledge of evil Watching, waiting, observing My fallen angel...  I am the mortal guide With spiritual possessions I have seen the other side And I have sold my soul!!!  I have no earthly tombstone And I have no christian grave I am a misanthrope I am not a fucking slave!!!  [REPEAT VERSES]"
Immortal,false,5nCnSnLtotQ8eB4E189U91,Withstand The Fall Of Time,43,0.159,0.964,-4.452,0.0871,0.00000111,0.302,0.0819,0.0567,133.026,509640,"black metal,metal,norwegian black metal,norwegian metal,pagan black metal,symphonic black metal",Darker and darker skylines of red grew my horizon On the edge of my vision a giant grimfaced realm... Flaming suns crested the horizon shadows born a cloudless day Believers of the rise and set of the moon darkened twilight into night  Hardening claws of cold tell me we are closer to colder times Through the days of bitterness still the tundra lay untouched In the final of that day and all centuries after In eternity and time the same still the tundra lay untouched  Blacker and blacker blinded by shades from centuries behind Shadows of a dark that used to be under heavy winters reign... The blackening sky never end as we stand the fall of time Yet winds of cold will always blow without tomorrow...  Hardening claws of cold tell me we are closer to colder times Through the days of bitterness still the tundra lay untouched In the final of that day and all centuries after In eternity and time the same still the tundra lay untouched
Satyricon,false,3lVL1Jr6osIOLAbPHXUDkr,Dark Medieval Times,35,0.259,0.915,-10.531,0.0989,0.0214,0.892,0.166,0.378,129.748,491560,"black 'n' roll,black metal,metal,norwegian black metal,norwegian metal,pagan black metal,symphonic black metal","The secret Lights in the Sky Vision All one It seems  The Blades are sharpened They will all learn Yes, Destroy your Dream Your Desert of Dreams It's undeserved For Dark Medieval Times  Here, upon the Hill You all find Wisdom  Waiting for a lot of Endless screaming  Ending  Desert of Dreams Eternity in your Dreams Here you are Dark Medieval Times"
Behemoth,false,7fire0gDtWtq39qQLJVfev,Ov Fire and the Void,25,0.465,0.978,-4.34,0.084,0.0000298,0.646,0.0268,0.13,129.994,267320,"black metal,death metal,metal,pagan black metal,polish black metal,polish death metal,polish metal","I, the Sun ov man The offspring ov the stellar race My halo fallen, and crushed upon the earth That I may bring balance to this world  I, son ov perdition From sheer nothingness transgressed Unto the highest self -- to utmost freedom To explore the starry nature ov my rage  I, pulse ov existence The law ov nature, undenied I hold the torch ov Heraclitus So I can shake the earth and move the suns  I, divine Iconoclast Injecting chaos into my veins With life accepted, with pain resurrected Is the embrace ov God in man profound?  The joy ov a dawn The ecstasy ov dusk Nourished have I, this karmic flow Where great above meets great below Let it be written! Let it be done! Scattered I walk towards the fractured light"
I,false,1bRTi3Ng0fK2beP22OIAfp,The Storm I Ride,29,0.426,0.951,-4.143,0.0709,0.00000808,0.0149,0.3,0.284,92.508,207360,"black 'n' roll,black metal,norwegian black metal","I ride a wind of no return My soul is cold my mind burns I ride my fate with all my hate This is my search this is my state I ride a storm of no reverse My spirit's dark this is my curse I journey fast this time won't last My fate is sealed there's no reveal The storm I ride,again and again A soul on ice The storm I ride until the end I ride a war that's on my own My will is strong I bow to none I am my fate I breathe my hate Into your soul you're in the cold The storm I ride,again and again A soul on ice The storm I ride until the end"
Dimmu Borgir,false,0bKs1y9PTFBddM9qj0JGvb,Puritania,49,0.303,0.969,-2.466,0.162,0.0000903,0.844,0.417,0.163,109.384,186488,"black metal,melodic death metal,metal,norwegian black metal,norwegian metal,symphonic black metal,symphonic metal","[Intro] We do away with your kind Countdown to exterminate the human race Zero, 3, 2, 1 Let chaos entwine, on defenceless soil Remove errors of man, and sweep away all the weakening kind  [Verse 1] I am war, I am pain I am all you've ever slain I am tears in your eyes I am grief, I am lies  [Intro 2] Bygone are tolerance and presence of grace Scavengers are set out to cleanse the human filth parade  [Verse 2] I am pure, I am true I am all over you I am laugh, I am smile I am the earth defiled  I am the cosmic storms I am the tiny worms I am fear in the night I am the bringer of light  Earth, successfully, erased"
Gorgoroth,false,1pNqnj1ympoWWNR1qEpHKo,Profetens Åpenbaring,0,0.174,0.993,-7.114,0.127,0.0000636,0.909,0.612,0.0352,127.945,320333,"black metal,metal,norwegian black metal,norwegian metal,tolkien metal","Satan sender profetens syner I bønn de adle kunne drømt om Både konger og vådesønner prester skal vanæres Spedbarn skal slaktes I gatene Og jommen skal kvinner måtte spise sine barn  Ødeleggelse og undergang Gru og grav, her I folkets land Gru og grav her I folkets land  Gråt en barn, med mot og hunger Satan sender profetens syner Satan sender profetene sine  De var aldri det de, kunne drømte Ødeleggelse og undergang Gru og gravferd, I folkets land  De var aldri det de, kunne drømte Ødeleggelse og undergang Gru og gravferd, I folkets land"
Mayhem,false,3zjoCDlA31nt9s1QXsEqxr,De Mysteriis Dom Sathanas,43,0.0697,0.816,-6.41,0.0803,0.00000874,0.833,0.303,0.0387,179.783,381853,"black metal,metal,norwegian black metal",Welcome to the elder ruins again The wind whispers beside the deep forest Darkness will show us the way  The sky has darkened Thirteen as we are We are collected woeful around a book Made of human flesh  Heic Noenum Pax - Here is no peace De Grandae Vus Antiquus Mulum Tristis Arcanas Mysteria Scriptum  The books blood written pages open Invoco Crentus Domini De Daemonium We follow with our white eyes The ceremonial proceeding  Rex Sacriticulus Mortifer In the circle of stone coffins We are standing with our black robes on Holding the bowl with unholy water  Heic Noenum Pax - Bring us the goat Psychomantum Et Precr Exito Annos Major Ferus Netandus Sacerdos Magus Mortem Animalium
Cradle Of Filth,false,4G5P8iFosipk75ka1Zi4ob,Cruelty Brought Thee Orchids,39,0.262,0.983,-4.855,0.102,0.000977,0.00687,0.294,0.366,132.606,438733,"black metal,british black metal,gothic black metal,gothic metal,metal,nu metal,symphonic black metal","Hear me now All crimes should be treasured If they bring thee pleasure somehow  Maleficent in dusky rose Gathered satin lapped Her breasts Like blood upon the snow A tourniquet of Topaz Glistened at Her throat Awakening, pulled from the tomb Her spirit freed eclipsed the moon She outshone as a fallen star A regal ornament from a far flung nebular  Her likeness hung in the black gallery Commanding unease Demanding of Death to breathe  Midst the whirl and daylight fauna Of society at court Elizabeth bedazzled, Her presence sought applause Though Her torchlit shadow Thrown upon damp cellar walls Greeted nothing but despair From slaves Her nights enthralled  Thirteen Winter solstices had shown Her path, that the dark Had marked its dominion Spaying the confessor Whose caresses She'd known As whipcord in the House of Dog Her cold cunt meat on holy bone  Raped of faith, She now embraced The narcissistic unrest frozen on the mirror's face With this disdain, inside these veins Highborn wanton that She was She sought to keep what age would claim Her soul was sold and for this toll Reeking pyres ever smouldered On the whims of one so in control Elizabeth, mysterious Cruelty brought thee orchids From the bowels of the abyss  Once upon atrocity when midwitches stifled cries And carved abortive runes in reddened wombs Exhumed by scrying eyes Madness came upon Her Like an amourous lover's seed Lifesblood splashed upon Her skin In gouts torture unleashed  And to Her dead reflection 'Twas as if Her pallor gleamed Like an Angel's warmed by candles Where erotic stains had cleaved So demons dragged this libertine Lusts screaming for release Upon the anointed flesh of maidens preened As canvas for caprice  Exacting obeisance Her gaze held a séance Of spirits too trapped under glass to commune A sleeter mistress than Luna Whose threats to consume Her Met with torments giving vent to Her swoon  Flat on Her back Pack-prey for the reams Of verses and curses That haunted Her dreams Midnightmare chimed Thirteen in Her mind A disciple of scars Branded years hissed behind Ridden split-thighed By the father of lies An ovation of wolves Blushed the skies as they writhed  But Heaven is never forever She came, a spent storm From the clouds  Leaving serpents in office Inside every gate To lick righteous holes Blinding Lords to the fate Of virgins forced naked To defile on rent knees Hacked and racked backwards Menses choking their pleas  More. Whore. More Twitching make me wet with thee Carcass rub me raw  And to Her dead reflection 'Twas as if Her pallor gleamed Like an Angel's warmed by candles Where erotic stains had cleaved Demons dragged this libertine Lusts screaming for release Upon the anointed flesh of maidens preened As canvas for caprice Cruelty and the beast Cruelty and the beast Cruelty and the beast EEEGAAAAAAHHH!  Raped of faith, She now embraced The narcissistic unrest frozen on the mirror's face With this disdain, inside these veins Highborn wanton that she was She sought to keep what age would claim Her soul was sold and for this toll Pyres ever smouldered Whims of one so in control Elizabeth, mysterious Cruelty brought thee orchids From the bowels of thee a-  From the bowels of thee a-byss!"
Immortal,false,2YY18uNgbN6YlLh0I72QAL,Damned In Black,39,0.11,0.969,-5.858,0.124,0.00000321,0.779,0.151,0.17,79.762,409600,"black metal,metal,norwegian black metal,norwegian metal,pagan black metal,symphonic black metal",March of the black Dungeoned ones Beyond the dim They shape  March of the black Dungeoned ones Beyond the dim They lurk  March of the black Awakened beasts Beyond the dim They rage  Hordes of evil march Until the end you fall Drawn to the apocalypse It is the age of ending  Damned in black  The ghastly rivers whirl Swallowing all in sight Come the vision we await Into the blinding depths And never to return...  Damned in black  March of the black Dungeoned ones Beyond the dim They shape  March of the brave Immortal gods From beyond the dim We rise...
Harakiri for the Sky,false,2gBbO8brlTYaLe0BDjvJLh,"Fire, Walk with Me",45,0.383,0.952,-4.88,0.0484,0.00000991,0.000881,0.178,0.278,145.001,548313,"atmospheric black metal,austrian black metal,austrian metal,blackgaze,post-black metal,voidgaze","[Verse 1] How can we forgive ourselves? For what we have become? How should we bear this burden? Displace the things we've done?  I loved you so fucking much It nearly lasted a lifetime Fuck! I scratched my heart out Just to watch it bleed...  [Chorus 1] I wish I was kerosene, just to set myself on fire I wish I was kerosene, I'd burn all we've edified I wish I was kerosene, plain to set your world on fire I wish I was kerosene, just to feed the flames  [Verse 2] And a bottle of whiskey later I can still recall the shape of your face While I forgot my way home While I forgot my own fucking name  While I forgot my own fucking name  [Bridge 1] Who even calls this place home? In the best case it's a grave with a view I was never really here But the streets still seem to know my name  [Bridge 2] Stay! Never mind the emptiness! Leave! Fire walks with me! You kept a lot of secrets and I kept none I wish I could go back and keep some...  [Verse 3] I usually keep my sadness Pent up deep inside Where it can fester quietly To become mental illness  You were so fucking afraid You might be living a lie Oh poor you... I may have lived like twenty!  [Chorus 2] I wish I was kerosene, just to set myself on fire I wish I was kerosene, I'd burn all we've edified I wish I was kerosene, plain to set yourself on fire I wish I was kerosene, at least to feed the flames  [Post-Chorus] This will never be about life Always about love and death These are the only things that make me write The things that let me bleed, that let me starve  [Outro] The soil below me whispers my name and suggests: You are done here, come home now? Face the triangle of growth, decline and decay Cause the harder you struggle, the tighter the noose! The tighter the noose!"
